R_fighter,B_fighter,R_odds,B_odds,R_ev,B_ev,date,country,title_bout,weight_class,gender,no_of_rounds,B_current_lose_streak,B_current_win_streak,B_draw,B_avg_SIG_STR_landed,B_avg_SIG_STR_pct,B_avg_SUB_ATT,B_avg_TD_landed,B_avg_TD_pct,B_longest_win_streak,B_losses,B_total_rounds_fought,B_total_title_bouts,B_win_by_Decision_Majority,B_win_by_Decision_Split,B_win_by_Decision_Unanimous,B_win_by_KO/TKO,B_win_by_Submission,B_win_by_TKO_Doctor_Stoppage,B_wins,B_Height_cms,B_Reach_cms,B_Weight_lbs,R_current_lose_streak,R_current_win_streak,R_draw,R_avg_SIG_STR_landed,R_avg_SIG_STR_pct,R_avg_SUB_ATT,R_avg_TD_landed,R_avg_TD_pct,R_longest_win_streak,R_losses,R_total_rounds_fought,R_total_title_bouts,R_win_by_Decision_Majority,R_win_by_Decision_Split,R_win_by_Decision_Unanimous,R_win_by_KO/TKO,R_win_by_Submission,R_win_by_TKO_Doctor_Stoppage,R_wins,R_Height_cms,R_Reach_cms,R_Weight_lbs,R_age,B_age,lose_streak_dif,win_streak_dif,longest_win_streak_dif,win_dif,loss_dif,total_round_dif,total_title_bout_dif,ko_dif,sub_dif,height_dif,reach_dif,age_dif,sig_str_dif,avg_sub_att_dif,avg_td_dif,B_match_weightclass_rank,R_match_weightclass_rank,R_Women's Flyweight_rank,R_Women's Featherweight_rank,R_Women's Strawweight_rank,R_Women's Bantamweight_rank,R_Heavyweight_rank,R_Light Heavyweight_rank,R_Middleweight_rank,R_Welterweight_rank,R_Lightweight_rank,R_Featherweight_rank,R_Bantamweight_rank,R_Flyweight_rank,R_Pound-for-Pound_rank,B_Women's Flyweight_rank,B_Women's Featherweight_rank,B_Women's Strawweight_rank,B_Women's Bantamweight_rank,B_Heavyweight_rank,B_Light Heavyweight_rank,B_Middleweight_rank,B_Welterweight_rank,B_Lightweight_rank,B_Featherweight_rank,B_Bantamweight_rank,B_Flyweight_rank,B_Pound-for-Pound_rank,better_rank,finish,finish_details,finish_round,finish_round_time,total_fight_time_secs,r_dec_odds,b_dec_odds,r_sub_odds,b_sub_odds,r_ko_odds,b_ko_odds,red_win,R_Stance_Orthodox,R_Stance_Southpaw,R_Stance_Switch,B_Stance_Orthodox,B_Stance_Southpaw,B_Stance_Switch,B_Stance_Switch ,B_Stance_unknown
Dan Ige,Movsar Evloev,310.0,-410.0,310.0,24.3902,2022-06-04,USA,False,Featherweight,MALE,3,0,5,0,4.43,0.48,0.2,4.75,0.46,5,0,15,0,0,1,4,0,0,0,5,170.18,182.88,145,2,0,0,3.7,0.45,0.3,0.99,0.26,6,4,34,0,0,2,2,2,2,0,8,170.18,180.34,145,30,28,-2,5,-1,-3,-4,-19,0,-2,-2,0.0,2.54,-2,0.73,-0.1,3.76,13.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,Red,U-DEC,unknown,3.0,5:00,900.0,500.0,-200.0,2200.0,900.0,1000.0,600.0,0,True,False,False,True,False,False,False,False
Michael Trizano,Lucas Almeida,-235.0,190.0,42.5532,190.0,2022-06-04,USA,False,Featherweight,MALE,3,1,0,0,4.94,0.43,0.0,0.0,0.0,0,1,3,0,0,0,0,0,0,0,0,180.34,180.34,145,1,0,0,3.63,0.53,0.5,0.36,0.66,2,2,14,1,0,2,1,0,0,0,3,180.34,180.34,145,30,31,0,0,-2,-3,-1,-11,-1,0,0,0.0,0.0,1,1.31,-0.5,-0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,KO/TKO,Punches,3.0,0:55,655.0,-105.0,450.0,600.0,700.0,650.0,800.0,0,True,False,False,True,False,False,False,False
Karine Silva,Poliana Botelho,-125.0,105.0,80.0,105.0,2022-06-04,USA,False,Women's Flyweight,FEMALE,3,2,0,0,2.9,0.58,0.0,0.85,0.57,2,3,14,0,0,0,2,1,0,0,3,172.72,170.18,125,0,1,0,2.67,0.35,2.2,3.59,0.72,1,0,2,0,0,0,0,0,1,0,1,165.1,170.18,125,28,33,2,-1,1,2,3,12,0,1,-1,7.62,0.0,5,0.23,-2.2,-2.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,SUB,D'Arce Choke,1.0,4:55,295.0,215.0,225.0,400.0,1200.0,550.0,400.0,1,True,False,False,True,False,False,False,False
Ode Osbourne,Zarrukh Adashev,-200.0,170.0,50.0,170.0,2022-06-04,USA,False,Flyweight,MALE,3,0,1,0,3.65,0.4,0.5,0.0,0.0,1,2,7,0,0,0,1,0,0,0,1,165.1,165.1,125,0,1,0,3.46,0.38,0.2,1.27,0.27,1,2,7,0,0,0,1,1,1,0,3,170.18,185.42,125,30,29,0,0,0,-2,0,0,0,-1,-1,-5.08,-20.32,-1,0.19,0.3,-1.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,KO/TKO,Punch,1.0,1:01,61.0,225.0,350.0,600.0,2000.0,200.0,450.0,1,False,True,False,False,True,False,False,False
Alonzo Menifield,Askar Mozharov,-275.0,220.0,36.3636,220.0,2022-06-04,USA,False,Light Heavyweight,MALE,3,0,0,0,0.43,0.18,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,190.5,187.96,205,1,0,0,3.77,0.54,0.2,0.63,0.33,4,3,16,0,0,0,1,4,1,0,6,182.88,193.04,205,34,27,-1,0,-4,-6,-3,-16,0,-4,-1,7.62,-5.08,-7,-3.34,-0.2,-0.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,KO/TKO,Elbows,1.0,4:40,280.0,800.0,1400.0,450.0,2500.0,-125.0,250.0,1,True,False,False,True,False,False,False,False
Felice Herrig,Karolina Kowalkiewicz,-115.0,-105.0,86.9565,95.2381,2022-06-04,USA,False,Women's Strawweight,FEMALE,3,5,0,0,5.71,0.43,0.2,0.34,0.23,3,7,32,1,0,2,3,0,0,0,5,160.02,162.56,115,3,0,0,3.84,0.37,0.8,1.08,0.28,4,4,22,0,0,1,2,0,2,0,5,162.56,165.1,115,37,36,2,0,-1,0,3,10,1,0,-2,-2.54,-2.54,-1,1.87,-0.6,-0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,SUB,Rear Naked Choke,2.0,4:01,541.0,150.0,140.0,500.0,1400.0,1600.0,800.0,0,True,False,False,True,False,False,False,False
Joe Solecki,Alex Da Silva,-170.0,150.0,58.8235,150.0,2022-06-04,USA,False,Lightweight,MALE,3,1,0,0,2.14,0.46,0.3,1.97,0.43,1,2,8,0,0,0,1,0,0,0,1,172.72,185.42,155,1,0,0,1.98,0.56,1.4,2.23,0.46,4,1,11,0,0,0,2,0,2,0,4,175.26,177.8,155,28,26,0,0,-3,-3,1,-3,0,0,-2,-2.54,7.62,-2,0.16,-1.1,-0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,M-DEC,unknown,3.0,5:00,900.0,180.0,215.0,275.0,400.0,800.0,550.0,1,True,False,False,True,False,False,False,False
Damon Jackson,Dan Argueta,-760.0,525.0,13.1579,525.0,2022-06-04,USA,False,Featherweight,MALE,3,0,0,0,2.18,0.45,1.6,4.45,0.48,0,0,0,0,0,0,0,0,0,0,0,170.18,172.72,135,0,2,1,2.9,0.42,1.2,2.34,0.34,2,2,15,0,0,0,1,0,2,0,3,180.34,180.34,145,33,28,0,-2,-2,-3,-2,-15,0,0,-2,-10.16,-7.62,-5,-0.72,0.4,2.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,U-DEC,unknown,3.0,5:00,900.0,225.0,0.0,-125.0,0.0,550.0,0.0,1,False,False,True,False,True,False,False,False
Niklas Stolze,Benoit Saint Denis,140.0,-160.0,140.0,62.5,2022-06-04,USA,False,Lightweight,MALE,3,1,0,0,5.7,0.54,1.5,4.76,0.37,0,1,3,0,0,0,0,0,0,0,0,180.34,185.42,155,2,0,0,2.12,0.48,0.7,0.66,1.0,0,2,4,0,0,0,0,0,0,0,0,185.42,187.96,155,29,26,-1,0,0,0,-1,-1,0,0,0,-5.08,-2.54,-3,3.58,0.8,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,SUB,Rear Naked Choke,2.0,1:32,392.0,350.0,0.0,700.0,0.0,500.0,0.0,0,False,False,True,False,True,False,False,False
Johnny Munoz,Tony Gravely,105.0,-125.0,105.0,80.0,2022-06-04,USA,False,Bantamweight,MALE,3,0,1,0,3.82,0.48,0.3,5.4,0.41,2,2,16,0,0,1,1,2,0,0,4,165.1,175.26,135,0,1,0,2.44,0.36,1.8,2.4,0.25,1,1,5,0,0,0,0,0,1,0,1,175.26,180.34,135,29,30,0,0,1,3,1,11,0,2,-1,-10.16,-5.08,1,1.38,-1.5,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,KO/TKO,Punch,1.0,1:08,68.0,0.0,250.0,0.0,1100.0,0.0,240.0,0,True,False,False,True,False,False,False,False
Jeff Molina,Zhalgas Zhumagulov,-180.0,155.0,55.5556,155.0,2022-06-04,USA,False,Flyweight,MALE,3,1,0,0,5.24,0.43,0.2,1.3,0.19,1,3,8,0,0,0,0,0,1,0,1,162.56,167.64,125,0,3,0,7.25,0.48,0.0,0.0,0.0,3,0,8,0,0,0,2,1,0,0,3,167.64,175.26,125,24,33,1,-3,-2,-2,3,0,0,-1,1,-5.08,-7.62,9,-2.01,0.2,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,S-DEC,unknown,3.0,5:00,900.0,120.0,300.0,700.0,1400.0,400.0,500.0,1,True,False,False,False,False,True,False,False
Rinat Fakhretdinov,Andreas Michailidis,-275.0,220.0,36.3636,220.0,2022-06-04,USA,False,Welterweight,MALE,3,1,0,0,2.9,0.51,0.0,1.12,0.27,1,2,6,0,0,0,1,0,0,0,1,182.88,193.04,170,0,0,0,4.17,0.54,0.2,4.43,0.46,0,0,0,0,0,0,0,0,0,0,0,182.88,187.96,170,30,33,1,0,1,1,2,6,0,0,0,0.0,5.08,3,-1.27,-0.2,-3.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,U-DEC,unknown,3.0,5:00,900.0,275.0,550.0,550.0,1400.0,120.0,550.0,1,True,False,False,True,False,False,False,False
Erin Blanchfield,JJ Aldrich,-475.0,350.0,21.0526,350.0,2022-06-04,USA,False,Women's Flyweight,FEMALE,3,0,3,0,3.88,0.46,0.0,0.66,0.23,3,3,29,0,0,1,6,0,0,0,7,165.1,170.18,125,0,2,0,5.47,0.45,1.0,2.05,0.33,2,0,6,0,0,0,2,0,0,0,2,162.56,167.64,125,23,29,0,1,1,5,3,23,0,0,0,2.54,2.54,6,-1.59,-1.0,-1.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,SUB,Guillotine Choke,2.0,2:38,458.0,-175.0,650.0,450.0,2500.0,600.0,900.0,1,True,False,False,False,True,False,False,False
Holly Holm,Ketlen Vieira,-220.0,180.0,45.4545,180.0,2022-05-21,USA,False,Women's Bantamweight,FEMALE,5,0,1,0,3.04,0.41,0.6,1.51,0.44,4,2,23,0,0,2,3,0,1,0,6,172.72,172.72,135,0,2,0,3.13,0.4,0.1,0.87,0.3,3,5,43,5,0,1,4,2,0,0,7,172.72,175.26,135,40,30,0,-1,1,-1,-3,-20,-5,-2,1,0.0,-2.54,-10,-0.09,0.5,0.64,5.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red,S-DEC,unknown,5.0,5:00,1500.0,-115.0,380.0,2200.0,800.0,330.0,1200.0,0,False,True,False,True,False,False,False,False
Santiago Ponzinibbio,Michel Pereira,125.0,-145.0,125.0,68.9655,2022-05-21,USA,False,Welterweight,MALE,3,0,4,0,5.16,0.54,0.8,1.53,0.55,4,2,19,0,0,0,3,1,1,0,5,185.42,185.42,185,1,0,0,4.74,0.41,0.0,0.59,0.32,7,4,32,0,0,0,5,5,0,0,10,182.88,185.42,170,35,28,-1,4,-3,-5,-2,-13,0,-4,1,2.54,0.0,-7,0.42,0.8,0.94,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red,S-DEC,unknown,3.0,5:00,900.0,240.0,165.0,1600.0,1000.0,450.0,350.0,0,True,False,False,True,False,False,False,False
Chidi Njokuani,Dusko Todorovic,-250.0,200.0,40.0,200.0,2022-05-21,USA,False,Middleweight,MALE,3,0,1,0,5.54,0.57,0.0,0.96,0.12,2,2,10,0,0,0,1,2,0,0,3,185.42,187.96,185,0,2,0,4.09,0.61,0.2,0.0,0.0,2,0,4,0,0,0,0,2,0,0,2,190.5,203.2,170,33,28,0,-1,0,1,2,6,0,0,0,-5.08,-15.24,-5,1.45,-0.2,0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,KO/TKO,Elbow,1.0,4:48,288.0,300.0,500.0,1200.0,900.0,-110.0,600.0,1,True,False,False,True,False,False,False,False
Polyana Viana,Tabatha Ricci,110.0,-130.0,110.0,76.9231,2022-05-21,USA,False,Women's Strawweight,FEMALE,3,0,1,0,4.63,0.38,0.1,2.99,0.38,1,1,5,0,0,0,1,0,0,0,1,154.94,154.94,115,0,2,0,2.99,0.4,1.9,0.82,0.33,2,3,10,0,0,0,0,0,3,0,3,165.1,170.18,115,29,27,0,-1,-1,-2,-2,-5,0,0,-3,-10.16,-15.24,-2,1.64,-1.8,2.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,U-DEC,unknown,3.0,5:00,900.0,250.0,180.0,400.0,500.0,800.0,700.0,0,True,False,False,True,False,False,False,False
Eryk Anders,JunYong Park,160.0,-205.0,160.0,48.7805,2022-05-21,USA,False,Middleweight,MALE,3,1,0,0,4.53,0.5,1.1,1.83,0.5,3,2,13,0,1,0,2,0,0,0,3,177.8,185.42,185,1,0,0,3.41,0.47,0.1,1.79,0.26,2,6,33,0,0,1,2,3,0,0,6,185.42,190.5,185,35,31,0,0,1,-3,-4,-20,0,-3,0,-7.62,-5.08,-4,1.12,1.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,S-DEC,unknown,3.0,5:00,900.0,330.0,110.0,2200.0,900.0,500.0,350.0,0,False,True,False,True,False,False,False,False
Joseph Holmes,Alen Amedovski,-200.0,170.0,50.0,170.0,2022-05-21,USA,False,Middleweight,MALE,3,2,0,0,0.99,0.3,0.0,0.0,0.0,0,2,4,0,0,0,0,0,0,0,0,177.8,187.96,185,1,0,0,2.88,0.53,0.8,1.49,0.4,1,1,5,0,0,0,0,0,1,0,1,193.04,203.2,185,26,34,1,0,-1,-1,1,-1,0,0,-1,-15.24,-15.24,8,-1.89,-0.8,-1.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,SUB,Rear Naked Choke,1.0,1:04,64.0,380.0,500.0,200.0,1600.0,275.0,350.0,1,True,False,False,True,False,False,False,False
Jailton Almeida,Parker Porter,-600.0,435.0,16.6667,435.0,2022-05-21,USA,False,Heavyweight,MALE,3,0,3,0,6.55,0.5,0.5,1.35,0.26,3,1,10,0,0,0,3,0,0,0,3,182.88,190.5,265,0,2,0,2.46,0.64,2.6,6.85,0.59,2,0,3,0,0,0,0,1,1,0,2,190.5,200.66,205,30,37,0,1,1,1,1,7,0,-1,-1,-7.62,-10.16,7,4.09,-2.1,-5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,SUB,Rear Naked Choke,1.0,4:35,275.0,450.0,1100.0,-110.0,2000.0,225.0,900.0,1,True,False,False,True,False,False,False,False
Omar Morales,Uros Medic,-135.0,115.0,74.0741,115.0,2022-05-21,USA,False,Lightweight,MALE,3,1,0,0,5.51,0.6,0.0,0.38,0.5,2,1,3,0,0,0,0,2,0,0,2,185.42,180.34,170,1,0,0,3.42,0.4,0.0,0.46,1.0,3,2,16,0,0,0,3,1,0,0,4,180.34,185.42,155,36,29,0,0,-1,-2,-1,-13,0,1,0,5.08,-5.08,-7,2.09,0.0,-0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,KO/TKO,Punch,2.0,3:05,485.0,330.0,500.0,550.0,1400.0,215.0,240.0,0,True,False,False,False,True,False,False,False
Jonathan Martinez,Vince Morales,-280.0,225.0,35.7143,225.0,2022-05-21,USA,False,Bantamweight,MALE,3,0,2,0,4.17,0.37,0.0,0.14,0.25,2,4,17,0,0,0,2,1,0,0,3,175.26,177.8,135,0,2,0,4.54,0.49,0.1,0.41,0.35,2,3,26,0,0,0,4,2,0,0,6,172.72,177.8,135,28,31,0,0,0,-3,1,-9,0,-1,0,2.54,0.0,3,-0.37,-0.1,-0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,U-DEC,unknown,3.0,5:00,900.0,-115.0,330.0,1100.0,550.0,350.0,215.0,1,False,True,False,True,False,False,False,False
Chase Hooper,Felipe Colares,120.0,-140.0,120.0,71.4286,2022-05-21,USA,False,Featherweight,MALE,3,1,0,0,2.17,0.45,0.5,1.88,0.24,1,3,15,0,0,1,1,0,0,0,2,172.72,175.26,145,1,0,0,5.08,0.52,2.3,1.45,0.24,2,2,13,0,0,0,1,1,1,0,3,185.42,187.96,155,22,28,0,0,-1,-1,1,2,0,-1,-1,-12.7,-12.7,6,-2.91,-1.8,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,KO/TKO,Punches,3.0,3:00,780.0,350.0,140.0,500.0,500.0,1100.0,450.0,1,False,True,False,True,False,False,False,False
Elise Reed,Sam Hughes,-140.0,120.0,71.4286,120.0,2022-05-21,USA,False,Women's Strawweight,FEMALE,3,0,1,0,4.33,0.46,0.0,0.85,0.3,1,3,10,0,1,0,0,0,0,0,1,165.1,162.56,115,0,1,0,2.66,0.49,0.0,0.58,0.6,1,1,4,0,0,1,0,0,0,0,1,160.02,160.02,115,29,29,0,0,0,0,2,6,0,0,0,5.08,2.54,0,1.67,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,KO/TKO,Elbows,3.0,3:52,832.0,110.0,200.0,1200.0,1000.0,600.0,1200.0,0,True,False,False,True,False,False,False,False
Jan Blachowicz,Aleksandar Rakic,170.0,-200.0,170.0,50.0,2022-05-14,USA,False,Light Heavyweight,MALE,5,0,2,0,4.26,0.5,0.1,0.76,0.25,4,1,17,0,0,0,4,2,0,0,6,193.04,198.12,205,1,0,0,3.41,0.5,0.3,1.09,0.5,5,6,46,4,0,1,4,4,2,0,11,187.96,198.12,205,39,30,-1,2,-1,-5,-5,-29,-4,-2,-2,5.08,0.0,-9,0.85,-0.2,-0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,KO/TKO,unknown,3.0,1:11,671.0,450.0,200.0,1000.0,1000.0,425.0,180.0,1,True,False,False,True,False,False,False,False
Ryan Spann,Ion Cutelaba,195.0,-240.0,195.0,41.6667,2022-05-14,USA,False,Light Heavyweight,MALE,3,0,1,1,4.44,0.43,0.0,4.17,0.57,2,5,22,0,0,0,2,3,0,0,5,185.42,190.5,205,1,0,0,3.25,0.4,1.5,1.34,0.35,5,3,14,0,0,1,1,2,2,0,6,195.58,200.66,205,30,28,-1,1,-3,-1,2,8,0,1,-2,-10.16,-10.16,-2,1.19,-1.5,2.83,0.0,13.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Red,SUB,Guillotine Choke,1.0,2:22,142.0,600.0,0.0,900.0,0.0,400.0,0.0,1,True,False,False,False,True,False,False,False
Davey Grant,Louis Smolka,-290.0,230.0,34.4828,230.0,2022-05-14,USA,False,Bantamweight,MALE,3,1,0,0,4.67,0.47,1.8,1.69,0.35,4,8,34,0,0,0,2,4,2,0,8,175.26,172.72,135,2,0,0,4.77,0.42,0.2,1.26,0.41,3,5,23,1,0,1,1,2,0,0,4,172.72,175.26,135,36,30,-1,0,1,4,3,11,-1,2,2,2.54,-2.54,-6,-0.1,1.6,0.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,KO/TKO,Punches,3.0,0:49,649.0,350.0,650.0,700.0,650.0,-110.0,900.0,1,True,False,False,True,False,False,False,False
Katlyn Chookagian,Amanda Ribas,-180.0,155.0,55.5556,155.0,2022-05-14,USA,False,Women's Flyweight,FEMALE,3,0,1,0,4.63,0.4,0.7,2.07,0.51,4,1,14,0,0,0,3,0,2,0,5,160.02,167.64,125,0,3,0,4.58,0.34,0.3,0.31,0.15,3,4,40,1,0,1,9,0,0,0,10,175.26,172.72,125,33,28,0,-2,1,-5,-3,-26,-1,0,2,-15.24,-5.08,-5,0.05,0.4,1.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,S-DEC,unknown,3.0,5:00,900.0,110.0,240.0,1200.0,800.0,450.0,1200.0,1,True,False,False,True,False,False,False,False
Frank Camacho,Manuel Torres,115.0,-135.0,115.0,74.0741,2022-05-14,USA,False,Lightweight,MALE,3,0,1,0,8.14,0.58,1.6,3.26,0.66,1,0,1,0,0,0,0,1,0,0,1,177.8,185.42,155,2,0,0,6.56,0.46,0.0,1.11,0.31,1,5,15,0,0,1,0,1,0,0,2,177.8,185.42,155,32,27,-2,1,0,-1,-5,-14,0,0,0,0.0,0.0,-5,1.58,1.6,2.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,KO/TKO,Punches,1.0,3:27,207.0,380.0,550.0,900.0,400.0,275.0,165.0,0,True,False,False,False,False,True,False,False
Jake Hadley,Allan Nascimento,-210.0,175.0,47.619,175.0,2022-05-14,USA,False,Flyweight,MALE,3,2,0,0,3.21,0.61,0.9,1.55,0.26,0,2,6,0,0,0,0,0,0,0,0,172.72,175.26,125,0,1,0,3.76,0.44,1.4,0.2,0.06,1,0,2,0,0,0,0,0,1,0,1,170.18,177.8,125,25,30,2,-1,-1,-1,2,4,0,0,-1,2.54,-2.54,5,-0.55,-0.5,1.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,neither,U-DEC,unknown,3.0,5:00,900.0,110.0,450.0,500.0,400.0,650.0,1100.0,0,False,True,False,True,False,False,False,False
Viviane Araujo,Andrea Lee,115.0,-135.0,115.0,74.0741,2022-05-14,USA,False,Women's Flyweight,FEMALE,3,0,2,0,4.71,0.46,0.6,1.7,0.55,3,3,22,0,0,0,3,1,1,0,5,167.64,175.26,125,1,0,0,4.11,0.47,0.6,1.76,0.4,2,2,18,0,0,0,3,1,0,0,4,162.56,172.72,125,35,33,-1,2,1,1,1,4,0,0,1,5.08,2.54,-2,0.6,0.0,-0.06,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Blue,U-DEC,unknown,3.0,5:00,900.0,175.0,130.0,1100.0,1200.0,750.0,700.0,1,True,False,False,True,False,False,False,False
